src_bytes,dst_bytes,count,srv_count
16046.569300901992,486.2149722161796,47,6
4436.791566678398,1291.2207497039049,6,28
8678.465339732904,1388.1710232013731,15,11
9136.302886257965,544.6747130742149,28,46
3379.172689825894,1537.7384382105329,39,47
1328.1276553087462,121.79963592584308,24,15
857.32122321709,938.5701656137085,24,2
6072.151520306223,2055.0432638955212,43,44
428.37812772511137,1092.0329448315472,49,21
52912.11611613803,160.0633965092283,40,8
6335.233644465664,700.4592234716266,4,35
824.8463366730189,482.33539540238,28,36
4042.091963170322,614.989441010382,20,15
4259.632421978649,13738.997335231483,2,1
49791.1761557592,5389.798746749012,176,16
3439.860069132709,2433.972811981919,39,45
1437.498480215668,1083.5222236942097,16,8
1896.2096297031542,1141.2400146252862,25,23
9121.917655139321,507.8203355721779,32,12
2869.545334795107,197.22673626273712,25,44
14089.41563867915,1056.2886746674155,2,39
4972.505887214688,1767.335217966602,33,32
45670.34613055048,1706.3118447493362,33,49
1444.5540165888417,1654.69065281836,15,32
287.4926559967055,2209.2743957951334,46,21
1848.6769376734956,833.9450104087008,6,10
2352.8541795510573,2470.2328622301807,15,20
53643.37435251487,5268.453142674014,43,16
3933.216299491421,359.5616499829221,38,48
539.9301215823016,970.2588548562976,7,21
55850.65283270308,1754.5478586264087,35,40
4963.530324771426,1135.3213968252696,17,14
8034.183339190606,1610.1975786820854,21,42
464.9256637276406,2601.9799797237256,49,24
4073.8965826356566,622.4338631402217,14,43
6796.739625678714,7554.487805381532,12,11
8010.656660452928,577.3800056798423,20,29
299.6780600705502,1635.6408078054342,9,25
546703.9691016674,918.689241039761,184,7
1570.949200660826,29376.127155594946,12,2
1372.4152357811827,1374.464216995477,40,34
534.8160616469484,11889.774553022811,40,9
682.2239355261732,905.2513635100737,11,49
986.8834657988209,2290.8619903457984,30,44
3055.181500898538,1015.2454252987525,48,24
87217.92525645842,2073.587261625041,304,49
2525.021720573605,710.3670047699308,14,3
15492.377872211846,961.8784576030674,37,3
10705.19766223565,891.7819882624271,41,18
17264.295208770014,1374.0917324912962,35,18
660.3528090376675,1600.3693068793903,3,8
2253.1919567120294,1400.0086319152383,24,4
1836.616336969757,3365.2931137574847,26,35
18067.637831385095,549.846476058771,10,5
6418.313683187019,209.15456148582481,48,43
4534.66521107673,543.7241280394842,37,16
1908.1344750029673,727.6596148536867,22,27
425.89609405102067,940.5008145243557,19,19
399431.17805916193,3033.798798617802,72,13
4888.893700343224,534.9759443709648,11,6
747.2479972281569,1288.830612666321,38,35
4314.43940897335,976.8676721343352,36,39
91.9761613068753,121.41828352734134,4,26
5972.311997297503,1088.6153720473365,13,42
31893.78080517446,3007.685356196824,9,47
655.6756350573436,218.80705121138058,44,4
332.45973662175106,469.93479834603215,32,39
601.6189985263426,1642.142236416568,44,29
1965.6975236313933,4221.930289605344,47,26
1255.1606227391853,754.6407806017835,29,21
236.36229263368145,2074.486370845752,6,27
511.63475528395736,1162.3717691329389,48,34
1026.699616652287,768.9372990540576,46,26
7632.274662284091,436.19937060137437,1,16
10857.070357486984,4786.59598126974,10,32
1968.4703606580852,2024.2734594618034,44,12
2243.834329543978,936.9771442171556,16,40
4352.668167186065,294.88852996497195,42,2
13621.420682941049,1119.9142240984197,20,6
4439.597122323024,906.1316356991164,13,14
4916.077790906487,1727.4549594701277,9,1
331.6448088016421,1497.016276173335,30,18
1122.1767977893153,1257.9365621250022,27,16
4474.50199991707,798.0068045604359,30,25
5185.663984369193,3542.472204967326,46,3
13207.549725792636,661.5213439257686,12,47
17868.910443559394,11485.689466666372,36,11
15816.888325697133,767.2955030420992,39,19
31199.278684545516,5110.454909363823,25,39
210995.08114511683,1977.0203046483323,48,17
4877.290542058997,724.7042881765369,46,23
611.4574118827995,1492.7563237087832,28,16
2734.634461358999,2011.6820772474553,28,47
332.65702103428436,389.3852554064582,3,27
72616.51745515731,1100.7238282683722,38,13
560.8833300848737,2074.806449520582,43,10
3187.658408510401,13137.95344737295,40,42
1140.6029000116812,2271.334115530117,1,12
1261.8402884775794,475.28144948279066,9,43
30932.16666567562,1642.1275371812462,33,1
332.31749156349986,585.486576317363,26,35
1631.3275941849977,1824.7007174357254,18,34
1330.524431978582,641.4226192883922,48,33
7634.64218182095,2348.1444722318106,24,16
18106.94526466097,1849.401444243862,6,24
3786.0685474540533,1911.9721618951194,39,17
1015.004382396771,2663.666583386841,36,8
2483.209571221755,1464.55578197354,5,3
2463.9798629838015,455.4373860938358,14,8
950.5172027477985,158.01599314192612,35,3
7884.3989913684445,270.52229570348635,13,34
7886.614358268406,5211.888693378789,14,13
1011.9057962253737,908.5584814237562,5,43
43981.88471874551,465.8462451935887,13,2
4492.608923516852,989.5599905870097,4,41
15507.496058348499,929.9718489744812,6,17
17398.738874734732,237.0098255356849,11,1
23713.11692714737,776.8440791774294,20,7
4889.347582770989,997.3435679833834,28,8
1186.891478725853,1459.3290859842507,20,24
12572.10431670744,488.16414098565764,10,17
4965.698626604031,1042.3159305257618,6,34
1856.8311063780322,2705.7372220474435,29,24
